Time,SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Heat Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Heat Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Cool Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Sens Cool Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Tot Cool Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Heat Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Heat Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Cool Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Sens Cool Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Tot Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Heat Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Heat Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Cool Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Sens Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Tot Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Heat Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Heat Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Cool Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Sens Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Tot Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 1:Des Heat Cap [W],SYS_6_VAV WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 2:Des Heat Cap [W],SYS_6_VAV WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 2:Des Tot Cool Cap [W]
11:00:00,3.319152E+00,6.211290E+04,3.427162E+00,3.918026E+04,4.414424E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,5.322208E+03,3.031685E-01,3.465906E+03,3.905023E+03,2.896250E-01,1.367851E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,6.388419E-02,7.303417E+02,8.228732E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
12:00:00,3.319152E+00,5.874427E+04,3.453838E+00,4.299055E+04,4.805143E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,5.033563E+03,3.067426E-01,3.818082E+03,4.267549E+03,2.845274E-01,1.343776E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,6.199092E-02,7.716124E+02,8.624473E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
13:00:00,3.319152E+00,5.604936E+04,3.473180E+00,4.605128E+04,5.118739E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,4.802648E+03,3.094196E-01,4.102628E+03,4.560195E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,5.314505E-02,7.046560E+02,7.832466E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
14:00:00,3.319152E+00,5.436504E+04,3.477481E+00,4.787296E+04,5.304479E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,4.658325E+03,3.105765E-01,4.275572E+03,4.737472E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,5.279370E-02,7.267878E+02,8.053045E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
15:00:00,3.319152E+00,5.436504E+04,3.473294E+00,4.781531E+04,5.298092E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,4.658325E+03,3.107178E-01,4.277516E+03,4.739626E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,6.133491E-02,8.443709E+02,9.355904E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
16:00:00,3.319152E+00,5.638622E+04,3.456290E+00,4.547655E+04,5.058186E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,4.831512E+03,3.089390E-01,4.064902E+03,4.521238E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,6.133757E-02,8.070563E+02,8.976586E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
17:00:00,3.319152E+00,5.908113E+04,3.434892E+00,4.240612E+04,4.743346E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,5.062428E+03,3.048486E-01,3.763567E+03,4.209746E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,6.094193E-02,7.523703E+02,8.415655E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
18:00:00,3.319152E+00,6.244976E+04,3.392385E+00,3.843839E+04,4.334623E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,5.351072E+03,2.988798E-01,3.386543E+03,3.818939E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,5.485135E-02,6.215089E+02,7.008636E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
19:00:00,3.319152E+00,6.750271E+04,3.724229E+00,3.652882E+04,4.182247E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,5.784039E+03,2.930271E-01,2.874134E+03,3.290646E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,4.470783E-02,4.385134E+02,5.020615E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
20:00:00,3.319152E+00,7.120820E+04,3.906612E+00,3.395637E+04,3.943678E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,6.101549E+03,2.917339E-01,2.535759E+03,2.945019E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,4.470783E-02,3.886017E+02,4.513202E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
21:00:00,3.319152E+00,7.423997E+04,3.591377E+00,2.793592E+04,3.291957E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,6.361329E+03,2.857123E-01,2.222445E+03,2.618919E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,4.470783E-02,3.477648E+02,4.098045E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
22:00:00,3.319152E+00,7.727174E+04,3.444657E+00,2.364824E+04,2.837592E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,6.621109E+03,2.850299E-01,1.956785E+03,2.347980E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,4.470783E-02,3.069279E+02,3.682880E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
23:00:00,3.319152E+00,7.962978E+04,3.405058E+00,2.095731E+04,2.559047E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,6.823160E+03,2.844050E-01,1.750444E+03,2.137426E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,4.470783E-02,2.751659E+02,3.359985E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
24:00:00,3.319152E+00,8.198782E+04,3.363941E+00,1.831438E+04,2.285185E+04,3.319152E+00,1.567581E+05,3.319152E+00,0.000000E+00,0.000000E+00,2.844050E-01,7.025212E+03,2.844050E-01,1.548393E+03,1.932014E+03,2.844050E-01,1.343198E+04,2.844050E-01,0.000000E+00,0.000000E+00,4.470783E-02,0.000000E+00,4.470783E-02,2.434039E+02,3.037083E+02,4.470783E-02,7.682183E+02,4.470783E-02,0.000000E+00,0.000000E+00
Coinc Peak   ,3.319152E+00,3.906612E+00,1.567581E+05,3.417146E+04,2.954657E-01,3.107178E-01,1.391680E+04,2.993232E+03,4.470783E-02,6.681591E-02,7.682183E+02,6.621401E+02
NonCoinc Peak,3.319152E+00,3.994027E+00,1.567581E+05,3.417146E+04,2.946704E-01,3.123995E-01,1.391680E+04,2.993232E+03,4.470783E-02,6.681591E-02,7.682183E+02,6.621401E+02
